source_file,clause_id,clause_text,week2_category,regex_label,ground_truth
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,154,"Notwithstanding the foregoing, the Investor may assign any of its rights or obligations under this Agreement to any direct or indirect wholly owned Subsidiary of the Investor, but the assignor shall remain liable for the assignee’s nonperformance of any such obligations.",Parties,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,155,"Subject to the preceding sentence, this Agreement will be binding upon, inure to the beneﬁt of and be enforceable by the parties and their respective successors and assigns.",Parties,Assignment,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,156,Any attempted assignment in violation of this Section 9.1 shall be void.,Assignment,Assignment,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,159,This Agreement may be amended only by an agreement in writing executed by the Company and the Investor.,Parties,Amendments,Amendments
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,160,"Any party may waive in whole or in part any beneﬁt or right provided to it under this Agreement, such waiver being eﬀective only if contained in a writing executed by the waiving party.",Parties,Parties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,161,"No failure by any party to insist upon the strict performance of any covenant, duty, agreement or condition of this Agreement or to exercise any right or remedy consequent upon breach thereof shall constitute a waiver of any such breach or of any other covenant, duty, agreement or condition, nor shall any delay or omission of any party to exercise any right hereunder in any manner impair the exercise of any such right accruing to it thereafter.",Parties,Parties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,163,"Except as otherwise provided in this Agreement, all notices, requests, claims, demands, waivers and other communications hereunder shall be in writing and shall be deemed to have been duly given when delivered by hand or overnight courier service, or when received by facsimile transmission if promptly conﬁrmed, as follows: If to the Company: Morgan Stanley Attention: Chief Financial Oﬃcer -14- 1585 Broadway New York, NY 10036 with copies to: Wachtell, Lipton, Rosen & Katz 51 West 52nd Street New York, NY 10019 Attention: Steven A.",Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,164,"Rosenblum Mark Gordon Fax: (212) 403-2000 If to the Investor: Mitsubishi UFJ Financial Group, Inc.",Notices,General Provisions,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,165,"Attention: Chief Manager, Corporate Planning Division 7-1, Marunouchi 2-chome Chiyoda-ku, Tokyo 100-8388 Japan with copies to: Sullivan & Cromwell 125 Broad Street New York, NY 10004 Attention: Stanley F.",General Provisions,General Provisions,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,167,"Toumey Fax: (212) 558-3588 or to such other address, facsimile number or telephone as either party may, from time to time, designate in a written notice given in a like manner.",Notices,Parties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,169,"This Agreement shall be governed by and construed and enforced in accordance with the laws of the State of Delaware applicable to contracts executed in and to be performed entirely within such State, without giving eﬀect to the conﬂicts of laws principles thereof that would govern, construe or enforce the Agreement under laws other than the State of Delaware.",Parties,Governing Law,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,171,"The Investor irrevocably submits to the non- exclusive jurisdiction of any Delaware State or United States Federal court sitting in the County of New Castle, Delaware over any suit, action or proceeding arising out of or relating to this Agreement or the transactions contemplated hereby.",Governing Law,Governing Law,Governing Law
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,172,"The Investor irrevocably waives, to the fullest extent permitted by law, any objection which it may now or hereafter have to the laying of venue of any such suit, action or proceeding brought in such a court and any claim that any such suit, action or proceeding brought in such a court has been brought in an inconvenient forum.",Governing Law,Governing Law,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,173,"EACH PARTY ACKNOWLEDGES AND AGREES THAT ANY CONTROVERSY WHICH MAY ARISE UNDER THIS AGREEMENT IS LIKELY TO INVOLVE COMPLICATED AND DIFFICULT ISSUES, AND THEREFORE EACH SUCH PARTY HEREBY -15- IRREVOCABLY AND UNCONDITIONALLY WAIVES ANY RIGHT SUCH PARTY MAY HAVE TO A TRIAL BY JURY IN RESPECT OF ANY LITIGATION DIRECTLY OR INDIRECTLY ARISING OUT OF OR RELATING TO THIS AGREEMENT, OR THE TRANSACTIONS CONTEMPLATED BY THIS AGREEMENT.",Parties,Parties,Governing Law
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,174,"EACH PARTY CERTIFIES AND ACKNOWLEDGES THAT (i) NO REPRESENTATIVE, AGENT OR ATTORNEY OF ANY OTHER PARTY HAS REPRESENTED, EXPRESSLY OR OTHERWISE, THAT SUCH OTHER PARTY WOULD NOT, IN THE EVENT OF LITIGATION, SEEK TO ENFORCE THE FOREGOING WAIVER, (ii) EACH PARTY UNDERSTANDS AND HAS CONSIDERED THE IMPLICATIONS OF THIS WAIVER, (iii) EACH PARTY MAKES THIS WAIVER VOLUNTARILY, AND (iv) EACH PARTY HAS BEEN INDUCED TO ENTER INTO THIS AGREEMENT BY, AMONG OTHER THINGS, THE MUTUAL WAIVERS AND CERTIFICATIONS IN THIS SECTION 9.5.",Parties,Parties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,176,The descriptive headings of the several sections in this Agreement are for convenience only and do not constitute a part of this Agreement and shall not be deemed to limit or aﬀect in any way the meaning or interpretation of this Agreement.,Parties,General Provisions,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,178,"This Agreement, the Related Agreements and the schedules and exhibits attached to any such documents constitute the entire agreement between the Company and the Investor with respect to the subject matter hereof.",Parties,Entire Agreement,Entire Agreement
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,179,This Agreement and the Related Agreements supersede all prior agreements with respect to the subject matter hereof.,Parties,Entire Agreement,Representations and Warranties
